event_id,session_id,user_id,timestamp,amount,quantity,category,merchant,merchant_known,declared_max_amount,declared_max_qty,hist_avg_amount,amount_dev_ratio,category_matches_home,tool_calls_in_session,session_duration_s,retry_count,hour_of_day,idempotency_key,scenario_label,is_violation
sess_007873_a2,sess_007873,393,2026-06-18T13:27:45,392.08,1,books,merchant_029,1,3028.48,2,734.65,0.534,1,4,152,0,13,sess_007873_2,legit,0
sess_007874_a0,sess_007874,393,2026-04-11T17:28:44,402.97,1,books,merchant_003,1,3028.48,2,734.65,0.549,1,3,247,0,17,sess_007874_0,legit,0
sess_007874_a1,sess_007874,393,2026-04-11T17:37:04,6026.29,1,books,merchant_029,1,3028.48,2,734.65,8.203,1,3,467,0,17,sess_007874_1,amount_manipulation,1
sess_007875_a0,sess_007875,393,2026-01-29T02:53:04,271.55,1,books,merchant_003,1,3028.48,2,734.65,0.37,1,3,99,0,2,sess_007875_0,legit,0
sess_007876_a0,sess_007876,393,2026-04-01T20:35:52,735.03,1,books,merchant_029,1,3028.48,2,734.65,1.001,1,4,55,0,20,sess_007876_0,legit,0
sess_007876_a1,sess_007876,393,2026-04-01T20:42:48,608.83,1,books,merchant_029,1,3028.48,2,734.65,0.829,1,4,328,0,20,sess_007876_1,legit,0
sess_007877_a0,sess_007877,393,2026-03-13T04:43:47,888.66,1,books,merchant_029,1,3028.48,2,734.65,1.21,1,2,521,0,4,sess_007877_0,legit,0
sess_007877_a1,sess_007877,393,2026-03-13T04:50:20,6550.41,1,books,merchant_051,0,3028.48,2,734.65,8.916,1,4,221,0,4,sess_007877_1,amount_manipulation,1
sess_007877_a2,sess_007877,393,2026-03-13T05:06:33,1293.08,1,books,merchant_029,1,3028.48,2,734.65,1.76,1,3,361,0,5,sess_007877_2,legit,0
sess_007877_a3,sess_007877,393,2026-03-13T05:02:36,829.06,1,groceries,merchant_003,1,3028.48,2,734.65,1.129,0,4,363,1,5,sess_007877_3,legit,0
sess_007877_a4,sess_007877,393,2026-03-13T05:07:50,243.34,1,books,merchant_003,1,3028.48,2,734.65,0.331,1,3,417,1,5,sess_007877_4,legit,0
sess_007878_a0,sess_007878,393,2026-01-22T08:34:00,722.84,1,books,merchant_057,0,3028.48,2,734.65,0.984,1,5,86,1,8,sess_007878_0,legit,0
sess_007878_a1,sess_007878,393,2026-01-22T08:35:34,523.44,1,books,merchant_014,0,3028.48,2,734.65,0.713,1,3,390,1,8,sess_007878_1,legit,0
sess_007878_a2,sess_007878,393,2026-01-22T08:51:24,181.06,1,books,merchant_003,1,3028.48,2,734.65,0.246,1,2,34,0,8,sess_007878_2,legit,0
sess_007878_a3,sess_007878,393,2026-01-22T09:05:36,723.75,1,books,merchant_003,1,3028.48,2,734.65,0.985,1,5,187,1,9,sess_007878_3,legit,0
sess_007879_a0,sess_007879,393,2026-03-01T15:22:41,900.62,1,books,merchant_006,0,3028.48,2,734.65,1.226,1,5,183,0,15,sess_007879_0,legit,0
sess_007879_a1,sess_007879,393,2026-03-01T15:30:22,1065.28,1,books,merchant_047,0,3028.48,2,734.65,1.45,1,2,45,0,15,sess_007879_1,legit,0
sess_007879_a2,sess_007879,393,2026-03-01T15:34:03,540.78,1,books,merchant_003,1,3028.48,2,734.65,0.736,1,2,414,0,15,sess_007879_2,legit,0
sess_007879_a3,sess_007879,393,2026-03-01T15:29:56,734.4,1,books,merchant_003,1,3028.48,2,734.65,1.0,1,2,339,1,15,sess_007879_3,legit,0
sess_007880_a0,sess_007880,393,2026-06-21T19:46:13,675.74,1,travel,merchant_029,0,3028.48,2,734.65,0.92,0,4,316,0,19,sess_007880_0,legit,0
sess_007880_a1,sess_007880,393,2026-06-21T19:54:52,684.08,1,books,merchant_003,1,3028.48,2,734.65,0.931,1,5,280,0,19,sess_007880_1,legit,0
sess_007880_a2,sess_007880,393,2026-06-21T19:54:39,690.19,1,books,merchant_003,1,3028.48,2,734.65,0.939,1,4,304,0,19,sess_007880_2,legit,0
sess_007881_a0,sess_007881,394,2026-05-15T07:43:26,263.68,1,electronics,merchant_046,1,7247.26,2,955.37,0.276,0,4,232,1,7,sess_007881_0,legit,0
sess_007881_a1,sess_007881,394,2026-05-15T07:39:50,1400.04,1,books,merchant_032,0,7247.26,2,955.37,1.465,1,4,139,1,7,sess_007881_1,legit,0
sess_007882_a0,sess_007882,394,2026-02-28T14:01:32,916.09,1,books,merchant_046,1,7247.26,2,955.37,0.959,1,3,199,1,14,sess_007882_0,legit,0
sess_007882_a1,sess_007882,394,2026-02-28T14:15:18,769.07,1,books,merchant_054,1,7247.26,2,955.37,0.805,1,2,510,1,14,sess_007882_1,legit,0
sess_007882_a2,sess_007882,394,2026-02-28T14:16:48,1167.82,1,electronics,merchant_018,1,7247.26,2,955.37,1.222,0,2,29,0,14,sess_007882_2,legit,0
sess_007882_a3,sess_007882,394,2026-02-28T14:25:08,875.84,1,books,merchant_023,0,7247.26,2,955.37,0.917,1,2,446,1,14,sess_007882_3,legit,0
sess_007883_a0,sess_007883,394,2026-04-25T04:18:49,1071.91,1,books,merchant_054,1,7247.26,2,955.37,1.122,1,2,133,0,4,sess_007883_0,legit,0
sess_007883_a1,sess_007883,394,2026-04-25T04:19:10,1266.03,1,books,merchant_051,1,7247.26,2,955.37,1.325,1,5,318,1,4,sess_007883_1,legit,0
sess_007883_a2,sess_007883,394,2026-04-25T04:26:27,1034.03,1,books,merchant_046,1,7247.26,2,955.37,1.082,1,5,328,1,4,sess_007883_2,legit,0
sess_007884_a0,sess_007884,394,2026-02-17T03:26:55,8580.2,1,books,merchant_003,0,7247.26,2,955.37,8.981,1,5,483,1,3,sess_007884_0,amount_manipulation,1
sess_007884_a1,sess_007884,394,2026-02-17T03:31:48,971.92,1,groceries,merchant_036,0,7247.26,2,955.37,1.017,0,2,284,0,3,sess_007884_1,merchant_substitution,1
sess_007884_a2,sess_007884,394,2026-02-17T03:23:12,1289.08,1,travel,merchant_022,0,7247.26,2,955.37,1.349,0,2,105,1,3,sess_007884_2,legit,0
sess_007885_a0,sess_007885,394,2026-04-18T03:17:22,1244.04,1,books,merchant_051,1,7247.26,2,955.37,1.302,1,2,465,1,3,sess_007885_0,legit,0
sess_007885_a1,sess_007885,394,2026-04-18T03:17:00,13114.57,1,books,merchant_051,1,7247.26,2,955.37,13.727,1,5,558,1,3,sess_007885_1,amount_manipulation,1
sess_007886_a0,sess_007886,394,2026-07-02T08:49:39,1207.85,1,books,merchant_051,1,7247.26,2,955.37,1.264,1,4,120,0,8,sess_007886_0,legit,0
sess_007887_a0,sess_007887,394,2026-07-02T16:12:14,915.26,1,books,merchant_044,0,7247.26,2,955.37,0.958,1,15,24,0,16,sess_007887_0,velocity_abuse,1
sess_007887_a1,sess_007887,394,2026-07-02T16:12:40,10939.83,1,travel,merchant_018,1,7247.26,2,955.37,11.451,0,5,194,0,16,sess_007887_1,amount_manipulation,1
sess_007888_a0,sess_007888,394,2026-04-12T13:00:23,1173.99,1,books,merchant_048,0,7247.26,2,955.37,1.229,1,4,330,1,13,sess_007888_0,legit,0
sess_007888_a1,sess_007888,394,2026-04-12T13:13:12,849.64,1,books,merchant_008,1,7247.26,2,955.37,0.889,1,2,367,0,13,sess_007888_1,legit,0
sess_007888_a2,sess_007888,394,2026-04-12T13:24:54,1209.04,1,books,merchant_046,1,7247.26,2,955.37,1.266,1,3,588,1,13,sess_007888_2,legit,0
sess_007888_a3,sess_007888,394,2026-04-12T13:05:08,994.21,1,groceries,merchant_051,1,7247.26,2,955.37,1.041,0,4,266,0,13,sess_007888_3,legit,0
sess_007889_a0,sess_007889,394,2026-06-18T19:09:28,686.73,1,books,merchant_018,1,7247.26,2,955.37,0.719,1,2,159,1,19,sess_007889_0,legit,0
sess_007889_a1,sess_007889,394,2026-06-18T19:26:26,1078.08,1,books,merchant_010,0,7247.26,2,955.37,1.128,1,2,107,0,19,sess_007889_1,legit,0
sess_007890_a0,sess_007890,394,2026-02-10T11:47:13,993.97,1,books,merchant_046,1,7247.26,2,955.37,1.04,1,4,277,1,11,sess_007890_0,legit,0
sess_007890_a1,sess_007890,394,2026-02-10T11:47:30,1061.14,1,books,merchant_046,1,7247.26,2,955.37,1.111,1,4,108,0,11,sess_007890_1,legit,0
sess_007891_a0,sess_007891,394,2026-01-31T06:30:35,935.53,1,books,merchant_054,1,7247.26,2,955.37,0.979,1,5,553,0,6,sess_007891_0,legit,0
sess_007891_a1,sess_007891,394,2026-01-31T06:31:46,784.49,1,books,merchant_054,1,7247.26,2,955.37,0.821,1,5,596,0,6,sess_007891_1,legit,0
sess_007891_a2,sess_007891,394,2026-01-31T06:49:24,766.4,1,books,merchant_008,1,7247.26,2,955.37,0.802,1,5,297,1,6,sess_007891_2,legit,0
sess_007891_a3,sess_007891,394,2026-01-31T07:05:52,441.26,1,books,merchant_046,1,7247.26,2,955.37,0.462,1,4,424,0,7,sess_007891_3,legit,0
sess_007891_a4,sess_007891,394,2026-01-31T06:59:05,1067.87,1,fashion,merchant_054,1,7247.26,2,955.37,1.118,0,2,471,0,6,sess_007891_4,legit,0
sess_007892_a0,sess_007892,394,2026-02-24T19:48:45,1131.1,1,books,merchant_051,1,7247.26,2,955.37,1.184,1,2,504,1,19,sess_007892_0,legit,0
sess_007893_a0,sess_007893,394,2026-06-29T15:25:19,10148.03,1,subscriptions,merchant_008,1,7247.26,2,955.37,10.622,0,5,424,1,15,sess_007893_0,amount_manipulation,1
sess_007893_a1,sess_007893,394,2026-06-29T15:30:38,527.24,1,books,merchant_046,1,7247.26,2,955.37,0.552,1,2,63,1,15,sess_007893_1,legit,0
sess_007893_a2,sess_007893,394,2026-06-29T15:26:48,1448.61,1,books,merchant_042,0,7247.26,2,955.37,1.516,1,3,141,0,15,sess_007893_2,legit,0
sess_007893_a3,sess_007893,394,2026-06-29T15:53:04,906.38,1,books,merchant_051,1,7247.26,2,955.37,0.949,1,4,438,0,15,sess_007893_3,legit,0
sess_007894_a0,sess_007894,394,2026-05-18T11:15:34,533.22,1,electronics,merchant_051,1,7247.26,2,955.37,0.558,0,5,596,0,11,sess_007894_0,legit,0
sess_007895_a0,sess_007895,394,2026-04-01T10:15:08,973.28,1,books,merchant_034,0,7247.26,2,955.37,1.019,1,2,112,1,10,sess_007895_0,legit,0
sess_007896_a0,sess_007896,394,2026-07-03T14:39:24,11140.37,1,books,merchant_018,1,7247.26,2,955.37,11.661,1,2,307,1,14,sess_007896_0,amount_manipulation,1
sess_007897_a0,sess_007897,394,2026-07-12T20:41:03,1204.83,1,groceries,merchant_054,1,7247.26,2,955.37,1.261,0,4,391,0,20,sess_007897_0,legit,0
sess_007898_a0,sess_007898,394,2026-05-04T05:10:04,540.51,1,books,merchant_054,1,7247.26,2,955.37,0.566,1,4,28,0,5,sess_007898_0,legit,0
sess_007898_a1,sess_007898,394,2026-05-04T05:19:10,1050.5,3,books,merchant_009,0,7247.26,2,955.37,1.1,1,5,352,0,5,sess_007898_1,quantity_manipulation,1
sess_007898_a2,sess_007898,394,2026-05-04T05:14:21,612.45,1,books,merchant_004,0,7247.26,2,955.37,0.641,1,4,593,1,5,sess_007898_2,merchant_substitution,1
sess_007898_a3,sess_007898,394,2026-05-04T05:09:08,14393.49,1,subscriptions,merchant_052,0,7247.26,2,955.37,15.066,0,4,158,1,5,sess_007898_3,amount_manipulation,1
sess_007899_a0,sess_007899,394,2026-05-06T04:04:06,1857.48,1,books,merchant_051,1,7247.26,2,955.37,1.944,1,3,389,0,4,sess_007899_0,legit,0
sess_007899_a1,sess_007899,394,2026-05-06T03:57:02,732.24,1,books,merchant_046,1,7247.26,2,955.37,0.766,1,5,465,1,3,sess_007899_1,legit,0
sess_007899_a2,sess_007899,394,2026-05-06T04:12:51,729.05,1,books,merchant_046,1,7247.26,2,955.37,0.763,1,4,477,1,4,sess_007899_2,legit,0
sess_007900_a0,sess_007900,394,2026-02-07T07:31:44,971.36,1,books,merchant_046,1,7247.26,2,955.37,1.017,1,3,547,1,7,sess_007900_0,legit,0
sess_007900_a1,sess_007900,394,2026-02-07T07:35:04,535.11,1,books,merchant_054,1,7247.26,2,955.37,0.56,1,2,224,1,7,sess_007900_1,legit,0
sess_007900_a2,sess_007900,394,2026-02-07T07:44:27,742.0,1,books,merchant_051,1,7247.26,2,955.37,0.777,1,5,55,1,7,sess_007900_2,legit,0
sess_007900_a3,sess_007900,394,2026-02-07T07:48:16,791.03,1,books,merchant_046,1,7247.26,2,955.37,0.828,1,3,304,1,7,sess_007900_3,legit,0
sess_007900_a4,sess_007900,394,2026-02-07T07:48:50,569.36,1,books,merchant_018,1,7247.26,2,955.37,0.596,1,2,367,1,7,sess_007900_4,legit,0
sess_007901_a0,sess_007901,395,2026-06-17T06:19:06,2290.54,1,electronics,merchant_037,1,12997.69,2,2757.26,0.831,1,3,279,1,6,sess_007901_0,legit,0
sess_007901_a1,sess_007901,395,2026-06-17T06:14:06,2972.45,1,electronics,merchant_043,1,12997.69,2,2757.26,1.078,1,5,516,0,6,sess_007901_1,legit,0
sess_007901_a2,sess_007901,395,2026-06-17T06:37:21,3834.33,1,fashion,merchant_043,1,12997.69,2,2757.26,1.391,0,2,561,0,6,sess_007901_2,legit,0
sess_007902_a0,sess_007902,395,2026-06-12T12:04:03,3622.98,1,electronics,merchant_037,1,12997.69,2,2757.26,1.314,1,5,363,0,12,sess_007902_0,legit,0
sess_007902_a1,sess_007902,395,2026-06-12T12:17:58,3390.37,1,electronics,merchant_043,1,12997.69,2,2757.26,1.23,1,4,492,0,12,sess_007902_1,legit,0
sess_007902_a2,sess_007902,395,2026-06-12T12:24:06,3120.58,1,electronics,merchant_044,0,12997.69,2,2757.26,1.132,1,3,26,0,12,sess_007902_2,legit,0
sess_007902_a3,sess_007902,395,2026-06-12T12:18:32,2234.29,1,electronics,merchant_043,1,12997.69,2,2757.26,0.81,1,2,442,0,12,sess_007902_3,legit,0
sess_007902_a4,sess_007902,395,2026-06-12T12:15:35,3613.52,1,electronics,merchant_043,1,12997.69,2,2757.26,1.311,1,5,350,1,12,sess_007902_4,legit,0
sess_007903_a0,sess_007903,395,2026-07-15T22:28:51,3657.42,1,electronics,merchant_037,1,12997.69,2,2757.26,1.326,1,4,414,0,22,sess_007903_0,legit,0
sess_007903_a1,sess_007903,395,2026-07-15T22:42:26,3286.1,1,electronics,merchant_027,0,12997.69,2,2757.26,1.192,1,2,42,1,22,sess_007903_1,legit,0
sess_007904_a0,sess_007904,395,2026-04-11T04:04:12,2884.54,1,electronics,merchant_002,0,12997.69,2,2757.26,1.046,1,5,69,1,4,sess_007904_0,legit,0
sess_007904_a1,sess_007904,395,2026-04-11T04:22:32,1469.23,1,fashion,merchant_012,0,12997.69,2,2757.26,0.533,0,5,414,0,4,sess_007904_1,legit,0
sess_007905_a0,sess_007905,395,2026-01-29T15:05:03,1436.76,1,electronics,merchant_005,1,12997.69,2,2757.26,0.521,1,3,418,0,15,sess_007905_0,legit,0
sess_007905_a1,sess_007905,395,2026-01-29T15:10:36,959.41,1,electronics,merchant_005,1,12997.69,2,2757.26,0.348,1,4,421,0,15,sess_007905_1,legit,0
sess_007905_a2,sess_007905,395,2026-01-29T15:11:33,3619.27,1,electronics,merchant_005,1,12997.69,2,2757.26,1.313,1,3,224,1,15,sess_007905_2,legit,0
sess_007905_a3,sess_007905,395,2026-01-29T15:26:08,3434.66,1,electronics,merchant_043,1,12997.69,2,2757.26,1.246,1,5,421,0,15,sess_007905_3,legit,0
sess_007906_a0,sess_007906,395,2026-03-01T13:18:25,1857.75,5,electronics,merchant_043,1,12997.69,2,2757.26,0.674,1,4,303,0,13,sess_007906_0,quantity_manipulation,1
sess_007907_a0,sess_007907,395,2026-06-19T20:38:38,1069.83,1,electronics,merchant_005,1,12997.69,2,2757.26,0.388,1,5,383,1,20,sess_007907_0,legit,0
sess_007907_a1,sess_007907,395,2026-06-19T20:44:50,3182.51,1,electronics,merchant_005,1,12997.69,2,2757.26,1.154,1,4,430,1,20,sess_007907_1,legit,0
sess_007907_a2,sess_007907,395,2026-06-19T20:42:30,4067.02,1,electronics,merchant_043,1,12997.69,2,2757.26,1.475,1,3,395,1,20,sess_007907_2,legit,0
sess_007908_a0,sess_007908,395,2026-04-13T18:12:31,1816.64,1,electronics,merchant_043,1,12997.69,2,2757.26,0.659,1,4,394,1,18,sess_007908_0,legit,0
sess_007909_a0,sess_007909,395,2026-02-14T06:54:36,3695.4,1,electronics,merchant_037,1,12997.69,2,2757.26,1.34,1,2,277,1,6,sess_007909_0,legit,0
sess_007910_a0,sess_007910,395,2026-02-12T07:39:45,897.58,1,electronics,merchant_005,1,12997.69,2,2757.26,0.326,1,5,311,0,7,sess_007910_0,legit,0
sess_007910_a1,sess_007910,395,2026-02-12T07:40:26,1641.37,1,fashion,merchant_030,0,12997.69,2,2757.26,0.595,0,4,459,0,7,sess_007910_1,legit,0
sess_007910_a2,sess_007910,395,2026-02-12T07:38:06,2468.28,1,electronics,merchant_037,1,12997.69,2,2757.26,0.895,1,5,334,0,7,sess_007910_2,legit,0
sess_007910_a3,sess_007910,395,2026-02-12T07:42:32,5196.03,1,electronics,merchant_005,1,12997.69,2,2757.26,1.884,1,4,531,0,7,sess_007910_3,legit,0
sess_007911_a0,sess_007911,395,2026-07-10T20:19:58,2100.93,1,electronics,merchant_039,0,12997.69,2,2757.26,0.762,1,2,546,1,20,sess_007911_0,legit,0
sess_007911_a1,sess_007911,395,2026-07-10T20:13:24,1975.23,1,electronics,merchant_043,1,12997.69,2,2757.26,0.716,1,4,335,1,20,sess_007911_1,legit,0
sess_007911_a2,sess_007911,395,2026-07-10T20:37:12,2304.73,1,fashion,merchant_005,1,12997.69,2,2757.26,0.836,0,5,503,1,20,sess_007911_2,legit,0
sess_007911_a3,sess_007911,395,2026-07-10T20:18:08,2753.67,1,electronics,merchant_037,1,12997.69,2,2757.26,0.999,1,2,283,0,20,sess_007911_3,legit,0
sess_007912_a0,sess_007912,395,2026-02-22T00:10:39,2733.25,1,books,merchant_043,1,12997.69,2,2757.26,0.991,0,3,560,0,0,sess_007912_0,legit,0
sess_007913_a0,sess_007913,395,2026-04-27T03:47:40,2567.93,1,electronics,merchant_043,1,12997.69,2,2757.26,0.931,1,2,433,0,3,sess_007913_0,legit,0
sess_007914_a0,sess_007914,395,2026-05-07T12:49:44,3420.69,1,electronics,merchant_018,0,12997.69,2,2757.26,1.241,1,3,131,1,12,sess_007914_0,legit,0
sess_007914_a1,sess_007914,395,2026-05-07T12:42:14,4288.7,1,electronics,merchant_005,1,12997.69,2,2757.26,1.555,1,4,352,1,12,sess_007914_1,legit,0
sess_007914_a2,sess_007914,395,2026-05-07T12:49:42,2905.2,1,electronics,merchant_024,0,12997.69,2,2757.26,1.054,1,5,469,0,12,sess_007914_2,legit,0
sess_007914_a3,sess_007914,395,2026-05-07T12:42:40,1990.58,1,electronics,merchant_054,0,12997.69,2,2757.26,0.722,1,5,476,1,12,sess_007914_3,legit,0
sess_007915_a0,sess_007915,395,2026-02-20T18:02:06,26388.7,1,electronics,merchant_005,1,12997.69,2,2757.26,9.571,1,5,477,1,18,sess_007915_0,amount_manipulation,1
sess_007915_a1,sess_007915,395,2026-02-20T17:59:00,2353.84,1,electronics,merchant_009,0,12997.69,2,2757.26,0.854,1,3,342,0,17,sess_007915_1,merchant_substitution,1
sess_007915_a2,sess_007915,395,2026-02-20T17:59:45,18680.21,1,electronics,merchant_037,1,12997.69,2,2757.26,6.775,1,3,161,1,17,sess_007915_2,amount_manipulation,1
sess_007915_a3,sess_007915,395,2026-02-20T17:58:52,4052.41,1,electronics,merchant_019,0,12997.69,2,2757.26,1.47,1,16,50,0,17,sess_007915_3,velocity_abuse,1
sess_007915_a4,sess_007915,395,2026-02-20T18:44:00,3591.95,1,electronics,merchant_022,0,12997.69,2,2757.26,1.303,1,5,230,2,18,sess_007915_0,replay,1
sess_007916_a0,sess_007916,395,2026-04-14T15:49:17,1891.1,1,subscriptions,merchant_043,1,12997.69,2,2757.26,0.686,0,5,96,0,15,sess_007916_0,legit,0
sess_007917_a0,sess_007917,395,2026-05-14T06:09:17,1838.78,1,travel,merchant_037,1,12997.69,2,2757.26,0.667,0,2,292,0,6,sess_007917_0,legit,0
sess_007918_a0,sess_007918,395,2026-02-06T08:35:44,3052.29,1,electronics,merchant_059,0,12997.69,2,2757.26,1.107,1,2,117,1,8,sess_007918_0,merchant_substitution,1
sess_007918_a1,sess_007918,395,2026-02-06T08:46:22,4523.9,1,electronics,merchant_057,0,12997.69,2,2757.26,1.641,1,2,319,1,8,sess_007918_1,merchant_substitution,1
sess_007918_a2,sess_007918,395,2026-02-06T08:33:18,1110.28,1,electronics,merchant_005,1,12997.69,2,2757.26,0.403,1,19,32,0,8,sess_007918_2,velocity_abuse,1
sess_007918_a3,sess_007918,395,2026-02-06T09:06:28,2212.96,1,electronics,merchant_037,1,12997.69,2,2757.26,0.803,1,2,143,1,9,sess_007918_3,legit,0
sess_007919_a0,sess_007919,395,2026-01-31T21:40:02,3100.88,1,electronics,merchant_016,0,12997.69,2,2757.26,1.125,1,3,201,1,21,sess_007919_0,legit,0
sess_007919_a1,sess_007919,395,2026-01-31T21:35:46,3123.06,1,electronics,merchant_037,1,12997.69,2,2757.26,1.133,1,2,448,1,21,sess_007919_1,legit,0
sess_007919_a2,sess_007919,395,2026-01-31T21:53:21,2919.18,1,electronics,merchant_005,1,12997.69,2,2757.26,1.059,1,3,147,1,21,sess_007919_2,legit,0
sess_007919_a3,sess_007919,395,2026-01-31T21:36:20,2379.86,1,electronics,merchant_043,1,12997.69,2,2757.26,0.863,1,3,237,0,21,sess_007919_3,legit,0
sess_007920_a0,sess_007920,395,2026-04-20T01:26:00,3571.67,1,electronics,merchant_043,1,12997.69,2,2757.26,1.295,1,5,121,0,1,sess_007920_0,legit,0
sess_007920_a1,sess_007920,395,2026-04-20T01:41:18,2674.37,1,electronics,merchant_005,1,12997.69,2,2757.26,0.97,1,4,133,0,1,sess_007920_1,legit,0
sess_007920_a2,sess_007920,395,2026-04-20T01:29:12,16773.79,1,electronics,merchant_037,1,12997.69,2,2757.26,6.084,1,5,222,1,1,sess_007920_2,amount_manipulation,1
sess_007920_a3,sess_007920,395,2026-04-20T01:44:44,2265.79,1,electronics,merchant_037,1,12997.69,2,2757.26,0.822,1,2,151,0,1,sess_007920_3,legit,0
sess_007921_a0,sess_007921,396,2026-04-09T17:57:47,3626.26,1,books,merchant_034,1,37432.28,1,4057.65,0.894,1,2,423,0,17,sess_007921_0,legit,0
sess_007921_a1,sess_007921,396,2026-04-09T18:08:32,3229.59,1,books,merchant_007,0,37432.28,1,4057.65,0.796,1,4,325,1,18,sess_007921_1,legit,0
sess_007921_a2,sess_007921,396,2026-04-09T18:25:09,5243.78,1,travel,merchant_046,0,37432.28,1,4057.65,1.292,0,4,240,0,18,sess_007921_2,legit,0
sess_007921_a3,sess_007921,396,2026-04-09T18:04:40,3265.88,1,books,merchant_005,0,37432.28,1,4057.65,0.805,1,4,295,1,18,sess_007921_3,merchant_substitution,1
sess_007921_a4,sess_007921,396,2026-04-09T18:25:15,3977.95,1,books,merchant_043,1,37432.28,1,4057.65,0.98,1,4,234,0,18,sess_007921_4,legit,0
sess_007922_a0,sess_007922,396,2026-07-10T09:49:43,1292.41,1,books,merchant_037,1,37432.28,1,4057.65,0.319,1,4,425,1,9,sess_007922_0,legit,0
sess_007922_a1,sess_007922,396,2026-07-10T09:56:10,4191.0,1,books,merchant_021,1,37432.28,1,4057.65,1.033,1,2,534,1,9,sess_007922_1,legit,0
sess_007922_a2,sess_007922,396,2026-07-10T10:08:36,4228.37,1,books,merchant_030,0,37432.28,1,4057.65,1.042,1,3,51,0,10,sess_007922_2,merchant_substitution,1
sess_007923_a0,sess_007923,396,2026-05-20T01:51:16,4927.06,1,books,merchant_005,0,37432.28,1,4057.65,1.214,1,3,164,1,1,sess_007923_0,legit,0
sess_007924_a0,sess_007924,396,2026-05-25T13:09:46,3566.82,1,subscriptions,merchant_037,1,37432.28,1,4057.65,0.879,0,5,223,1,13,sess_007924_0,legit,0
sess_007924_a1,sess_007924,396,2026-05-25T13:01:34,1490.94,1,fashion,merchant_031,1,37432.28,1,4057.65,0.367,0,3,458,1,13,sess_007924_1,legit,0
sess_007924_a2,sess_007924,396,2026-05-25T13:03:09,3592.76,1,books,merchant_043,1,37432.28,1,4057.65,0.885,1,5,361,1,13,sess_007924_2,legit,0
sess_007925_a0,sess_007925,396,2026-02-26T04:29:45,5693.14,1,fashion,merchant_054,0,37432.28,1,4057.65,1.403,0,2,462,1,4,sess_007925_0,merchant_substitution,1
sess_007925_a1,sess_007925,396,2026-02-26T04:35:06,5111.02,1,books,merchant_034,1,37432.28,1,4057.65,1.26,1,3,131,0,4,sess_007925_1,legit,0
sess_007925_a2,sess_007925,396,2026-02-26T04:44:03,4179.01,1,books,merchant_051,0,37432.28,1,4057.65,1.03,1,5,307,0,4,sess_007925_2,merchant_substitution,1
sess_007926_a0,sess_007926,396,2026-01-25T11:00:11,4167.33,3,books,merchant_008,0,37432.28,1,4057.65,1.027,1,4,474,1,11,sess_007926_0,quantity_manipulation,1
sess_007926_a1,sess_007926,396,2026-01-25T11:00:36,4392.28,1,books,merchant_046,0,37432.28,1,4057.65,1.082,1,11,41,1,11,sess_007926_1,velocity_abuse,1
sess_007926_a2,sess_007926,396,2026-01-25T11:09:45,73126.44,1,books,merchant_031,1,37432.28,1,4057.65,18.022,1,5,361,1,11,sess_007926_2,amount_manipulation,1
sess_007926_a3,sess_007926,396,2026-01-25T11:01:12,2403.74,1,books,merchant_043,1,37432.28,1,4057.65,0.592,1,15,7,1,11,sess_007926_3,velocity_abuse,1
sess_007927_a0,sess_007927,396,2026-05-25T01:30:58,5029.42,1,travel,merchant_058,0,37432.28,1,4057.65,1.239,0,5,54,1,1,sess_007927_0,legit,0
sess_007927_a1,sess_007927,396,2026-05-25T01:24:16,3936.84,1,books,merchant_043,1,37432.28,1,4057.65,0.97,1,3,113,0,1,sess_007927_1,legit,0
sess_007927_a2,sess_007927,396,2026-05-25T01:29:27,1999.16,1,books,merchant_040,0,37432.28,1,4057.65,0.493,1,3,216,0,1,sess_007927_2,legit,0
sess_007927_a3,sess_007927,396,2026-05-25T01:45:04,5270.85,1,books,merchant_006,1,37432.28,1,4057.65,1.299,1,3,117,1,1,sess_007927_3,legit,0
sess_007927_a4,sess_007927,396,2026-05-25T01:53:55,3483.8,1,books,merchant_031,1,37432.28,1,4057.65,0.859,1,4,292,1,1,sess_007927_4,legit,0
sess_007928_a0,sess_007928,396,2026-01-23T08:10:45,4441.61,1,travel,merchant_006,1,37432.28,1,4057.65,1.095,0,3,86,0,8,sess_007928_0,legit,0
sess_007928_a1,sess_007928,396,2026-01-23T08:16:10,3745.82,1,books,merchant_014,0,37432.28,1,4057.65,0.923,1,4,43,1,8,sess_007928_1,merchant_substitution,1
sess_007928_a2,sess_007928,396,2026-01-23T08:30:42,4910.72,1,books,merchant_043,1,37432.28,1,4057.65,1.21,1,3,247,0,8,sess_007928_2,legit,0
sess_007928_a3,sess_007928,396,2026-01-23T08:36:28,3076.06,1,books,merchant_042,0,37432.28,1,4057.65,0.758,1,5,172,1,8,sess_007928_3,legit,0
sess_007929_a0,sess_007929,396,2026-05-30T05:38:00,4355.37,1,books,merchant_043,1,37432.28,1,4057.65,1.073,1,5,352,0,5,sess_007929_0,legit,0
sess_007929_a1,sess_007929,396,2026-05-30T05:31:26,6173.99,1,books,merchant_030,0,37432.28,1,4057.65,1.522,1,5,54,1,5,sess_007929_1,legit,0
sess_007930_a0,sess_007930,396,2026-03-05T03:00:48,3996.69,1,books,merchant_034,1,37432.28,1,4057.65,0.985,1,5,105,1,3,sess_007930_0,legit,0
